# RST localization TSV file for a build 1.3.6rc
#
# All files with tsv extension from the following directories are read on game start (relative to game installation):
#   Mods/
#   ../../workshop/content/812040/
#
# There are two ways to tell the game to use a specific language. One is by using cmd line arg
# "--language=German" and another option is to choose from the Language dropdown in the game.
#
# The game ONLY parses lines that:
# 1. start with ':' character. These are processing directives.
# 2. have at least 3 tab separated columns. These are dictionary entries. All strings are in UTF-8 encoding.
#
# Columns:
#  * "context/comment" just gives a hint where this line is in the game, it's not imported.
#  * "key" (case-sensitive) is a phrase matched in the game. If localization context is given (use-in column), both context and key must match.
#  * "translation" is what will be shown in the game.
#  * "max-len" is a hint how many characters approximately can the translation be without truncation or overflow. Not imported.
#  * "use-in" is empty by default, but localization context ids from usable-in column can be copied here to constrain where this line will be used.
#  * "usable-in" is a list of all localization context ids that can be copied into use-in. Not imported.
#
# use-in column format examples:
#  2035575234:Menu panel.prefab - points to one particular part inside menu prefab (that part has localization context id 2035575234)
#  310402963:Menu panel.prefab  - points to a different part inside menu prefab
#  2035575234:Menu panel.prefab; 310402963:Menu panel.prefab - points to both parts in menu panel
#  2035575234; 310402963 - short version of the previous line
#  2035575234:credits button in menu; 310402963:ship label in menu - same as previous line, but it shows that what's after ':' doesn't matter
#  Beam.cs - some parts of the game don't have loc ctx id, this is an example of it, it can't be used in use-in column
#
# A localization context is a non-changing integer assigned to some particular part of the game. The integer may be
# followed by some text, separated by ':', it is there just for commenting purposes and is ignored by the game.
#
# A longer guide how to edit this file and publish it in Steam Workshop is here:
# https://steamcommunity.com/sharedfiles/filedetails/?id=2244605825

# Display name should be the first non-comment, non-empty line. It marks that all the following lines are in that language.
:displayName Deutsch

# Plurals forms are used like described here, except the separator is '|'
# https://developer.mozilla.org/en-US/docs/Mozilla/Localization/Localization_and_Plurals#Developing_with_PluralForm
:mozillaPluralRuleNumber 1

# Columns (only the translation and use-in columns should be edited):
# comment	key	translation	max-len	use-in	usable-in

Beam.cs
text2	We send a swarm of cheaply printed long-range missiles towards the planet. The satellites prove to be equipped with point-defences, picking off some of our missiles before they reach the target.	Wir schicken einen Schwarm billig gedruckter Langstreckenraketen auf den Planeten. Die Satelliten erweisen sich als mit Punktabwehrsystemen ausgestattet, die einige unserer Raketen abfangen, bevor sie das Ziel erreichen.	400		1076649118:1 P exotics mine, guarded by satellites M.prefab
text	We were able to destroy some of the satellites, but a number of them remain functional. Next action?	Wir konnten einige der Satelliten zerstören, aber einige von ihnen bleiben funktionsfähig. Nächste Aktion?	400		417014118:1 P exotics mine, guarded by satellites M.prefab
text2	We close in on the planet, shooting the remaining defence satellites with everything we've got. We manage to destroy all the satellites despite counterfire.	Wir nähern uns dem Planeten und beschießen die restlichen Verteidigungssatelliten mit allem, was wir haben. Trotz Gegenfeuer gelingt es uns, alle Satelliten zu zerstören.	400		139019048:1 P exotics mine, guarded by satellites M.prefab
reasonToDisplay	satellites destoyed	Zerstörte satelliten	30		1 P exotics mine, guarded by satellites M.prefab
text2	We close in on the planet, shooting the remaining defence satellites with everything we've got. We receive minor counterfire but manage to destroy all satellites.	Wir nähern uns dem Planeten und beschießen die verbliebenen Verteidigungssatelliten mit allem, was wir haben. Wir erhalten geringen Gegenbeschuss, schaffen es aber, alle Satelliten zu zerstören.	400		720418755:1 P exotics mine, guarded by satellites M.prefab
title	Demolition unsuccessful	Demolierung erfolglos	35		149806900:1 P exotics mine, guarded by satellites M.prefab; 149806903:1 P exotics mine, guarded by satellites M.prefab
text2	Our demolition experts misjudged the optimal placement of explosives, failing to crack the tough armor of the outpost. We may try again.	Unsere Sprengstoffexperten haben die optimale Platzierung der Sprengsätze falsch eingeschätzt und konnten die harte Panzerung des Außenpostens nicht knacken. Wir werden es vielleicht noch einmal versuchen.	400		149806900:1 P exotics mine, guarded by satellites M.prefab
text2	The hardness of the mountain stone proved to be slightly different than expected, resulting in total collapse of the tunnel and a large part of the mountain. The mine has become inacessible so we at least scavenged the door.	Die Härte des Berggesteins erwies sich als etwas anders als erwartet, was zu einem totalen Einsturz des Tunnels und eines großen Teils des Berges führte. Die Mine ist unzugänglich geworden, so dass wir zumindest die Tür geplündert haben.	400		149806903:1 P exotics mine, guarded by satellites M.prefab
reasonToDisplay	door scavenged	Tür erbeutet	30		1 P exotics mine, guarded by satellites M.prefab

1 P fuelplants Ft.prefab
name2	Planet with life	Planet mit Leben	25		594878765:1 P fuelplants Ft.prefab; 1359766594:10 P food, nature pic pool 20.prefab; 1510922102:3 P fir forest Or.prefab; 1557863835:9 P food, nature pic pool 20.prefab
text	The dominating plants on this planet grow enormous pods filled with oily substance as fruit. Analysis indicates the fruit oil can be processed into starfuel, as it carries a small warp charge. Harvest the starfuel fruits?	Die vorherrschenden Pflanzen auf diesem Planeten bilden riesige Schoten aus, die als Früchte mit einer öligen Substanz gefüllt sind. Die Analyse zeigt, dass das Fruchtöl zu Sternentreibstoff verarbeitet werden kann, da es eine kleine Warp-Ladung enthält. Die Sternentreibstoff-Früchte ernten?	400		1523455300:1 P fuelplants Ft.prefab
choiceText	Research & Eco-harvest fruit [-50 synthetics or less]	Forschung & Öko-Ernte Früchte [-50 Kunststoffe oder weniger]	100		1523455300:1 P fuelplants Ft.prefab
choiceText	Research & Mass harvest [ecological damage to planet expected]	Forschung & Massenernte [ökologische Schäden am Planeten zu erwarten]	100		1523455300:1 P fuelplants Ft.prefab
choiceText	Research only, leave this beautiful world untouched	Nur Forschung, lassen Sie diese schöne Welt unberührt	100		1523455300:1 P fuelplants Ft.prefab
choiceText	Disengage and come back later, our resource containers are too full	Abbrechen und später wiederkommen, unsere Ressourcenbehälter sind zu voll	100		1523455300:1 P fuelplants Ft.prefab
text2	Research, harvest and processing of organics completed. Natural life that grows abundant FTL fuel elements are almost groundbreaking, and could one day revolutionize fuel production. Research data from here is very valuable.	Forschung, Ernte und Verarbeitung von organischen Stoffen abgeschlossen. Natürliches Leben, das reichlich FTL-Treibstoffelemente hervorbringt, ist nahezu bahnbrechend und könnte eines Tages die Treibstoffproduktion revolutionieren. Die Forschungsdaten von hier sind sehr wertvoll.	400		1022212175:1 P fuelplants Ft.prefab
reasonToDisplay	organics harvested	Organik geerntet	30		1 P fuelplants Ft.prefab; 1 P fuelplants Ft.prefab; 1P FOODx19, sh unique warp mushrooms.prefab; 1P FOODx19, sh unique warp mushrooms.prefab; 1P FOODx19, sh unique warp mushrooms.prefab; 1P FOODx19, sh unique warp mushrooms.prefab; 1P FOODx19, sh unique warp mushrooms.prefab; 1P FOODx19, sh unique warp mushrooms.prefab; 1P FOODx19, sh unique warp mushrooms.prefab; 1P FOODx19, sh unique warp mushrooms.prefab; 1P FOODx19, sh unique warp mushrooms.prefab; 1P FOODx19, sh unique warp mushrooms.prefab; 1P FOODx19, sh unique warp mushrooms.prefab; 1P FOODx19, sh unique warp mushrooms.prefab; 1P FOODx19, sh unique warp mushrooms.prefab; 1P FOODx19, sh unique warp mushrooms.prefab; 9 P food, nature pic pool 20.prefab; 3 P light mushrooms Or.prefab; 10 P food, nature pic pool.prefab; 10 P food, nature pic pool 20.prefab; 1 Pi int fishermen, OR orbital mines.prefab; 1 Pi int fishermen, OR orbital mines.prefab; 1 P fuelplants Ft.prefab; 1P FOODx19, sh unique warp mushrooms.prefab; 1P FOODx19, sh unique warp mushrooms.prefab
text	Eco-harvesting... %	Öko-Ernte... %	50		1207766975:1 P fuelplants Ft.prefab
text2	Harvesting completed successfully, and we discovered something interesting during the operation.	Die Ernte wurde erfolgreich abgeschlossen, und wir haben bei der Aktion etwas Interessantes entdeckt.	400		1089417248:1 P fuelplants Ft.prefab
title	Spectacular research data	Spektakuläre Forschungsdaten	35		1089417251:1 P fuelplants Ft.prefab; 1089417239:1 P fuelplants Ft.prefab
text2	We leave the ecosystem of this planet untouched. Natural life that grows abundant FTL fuel elements are almost groundbreaking, and could one day revolutionize fuel production. Research data from here is very valuable.	Wir lassen das Ökosystem dieses Planeten unangetastet. Natürliches Leben, das reichlich FTL-Treibstoffelemente hervorbringt, ist geradezu bahnbrechend und könnte eines Tages die Treibstoffproduktion revolutionieren. Die Forschungsdaten von hier sind sehr wertvoll.	400		1089417251:1 P fuelplants Ft.prefab; 1089417239:1 P fuelplants Ft.prefab
title	Warp animal spotted	Warptier gesichtet	35		2116460887:1 P fuelplants Ft.prefab
text	We spotted a small warp animal hovering above a local forest. We could try to kill it, in order to analyze and scavenge its remains. All warp animals are dangerous, but this one is alone and probably young, judging from its small size.	Wir haben ein kleines Warptier gesichtet, das über einem lokalen Wald schwebt. Wir könnten versuchen, es zu töten, um seine Überreste zu analysieren und zu erbeuten. Alle Warptiere sind gefährlich, aber dieses ist allein und wahrscheinlich jung, wenn man seine geringe Größe betrachtet.	400		2116460887:1 P fuelplants Ft.prefab
choiceText	Hunt the warp animal	Das Warptier jagen	100		2116460887:1 P fuelplants Ft.prefab
choiceText	Leave the planet	Verlassen Sie den Planeten	100		2116460887:1 P fuelplants Ft.prefab
text	Battle inside atmosphere... %	Kampf innerhalb der Atmosphäre... %	50		49690389:1 P fuelplants Ft.prefab
text2	The warp animal put up a tough fight. It critically damaged our ship and caused internal bleeding to numerous crewmembers. The creature's belly contained half-digested metal.	Das Warptier hat einen harten Kampf geliefert. Es beschädigte unser Schiff schwer und verursachte innere Blutungen bei zahlreichen Besatzungsmitgliedern. Im Bauch der Kreatur befand sich halb verdautes Metall.	400		1089417250:1 P fuelplants Ft.prefab
reasonToDisplay	warp animal killed	Warptier getötet	30		1 P fuelplants Ft.prefab
title	Operation aborted	Operation abgebrochen	35		1089417253:1 P fuelplants Ft.prefab; 2 P green forest OR, moon ET good nonweapons.prefab; 740066223:1 P nuclear war ruins MFt, moonTm.prefab; 1091596250:2 P guard drone TM, combat sensor4, medbay4.prefab
text2	The animal fought back with invisible warp energies that paralyzed or fried our missiles and other advanced equipment. It even tried to somehow remotely hack our AI, at which point we decided it was time to leave.	Das Tier wehrte sich mit unsichtbaren Warpenergien, die unsere Raketen und andere fortschrittliche Ausrüstung lähmten oder froren. Es versuchte sogar, irgendwie unsere KI aus der Ferne zu hacken, woraufhin wir beschlossen, dass es Zeit war zu gehen.	400		1089417253:1 P fuelplants Ft.prefab
newName2	warplife colony	Warp-Leben-Kolonie	25		1089417253:1 P fuelplants Ft.prefab; 1089417252:1 P fuelplants Ft.prefab
text	Local ecosystem is full of strange plants. The entire planet seems to carry faint traces of warp energy. Researching the ecosystem will likely generate some value in data creds.	Das hiesige Ökosystem ist voll von seltsamen Pflanzen. Der gesamte Planet scheint schwache Spuren von Warpenergie zu tragen. Die Erforschung des Ökosystems wird wahrscheinlich einen gewissen Wert an Xenodaten-Krediten generieren.	400		371940234:1 P fuelplants Ft.prefab
choiceText	Send bots for scientific samples and leave this planet untouched.	Schicken Sie Bots für wissenschaftliche Proben und lassen Sie den Planeten unberührt.	100		371940234:1 P fuelplants Ft.prefab
text	Harvesting... %	Ernten... %	50		798888410:1 P fuelplants Ft.prefab
title	Harvest completed	Ernte abgeschlossen	35		1089417249:1 P fuelplants Ft.prefab
text2	Research, harvest and processing of organics completed. Natural FTL fuel element ecology is very rare, and could revolutionize fuel production one day. Research data from here is very valuable. Our operation accidentally killed innumerable individual organisms inhabiting the fruitpod forests, but the total ecosystem of the planet will probably shrug it off.	Forschung, Ernte und Verarbeitung von organischen Stoffen abgeschlossen. Natürliche FTL-Brennelement-Ökologie ist sehr selten und könnte eines Tages die Brennstoffproduktion revolutionieren. Die Forschungsdaten von hier sind sehr wertvoll. Unsere Operation tötete versehentlich unzählige einzelne Organismen, die die Fruchtfleisch-Wälder bewohnen, aber das Gesamtökosystem des Planeten wird es wohl verschmerzen.	400		1089417249:1 P fuelplants Ft.prefab
title	Atmospheric warp animals	Atmosphärische Warptiere	35		1089417252:1 P fuelplants Ft.prefab
text2	Our operation was attacked by a swarm of warp animals emerging from the forest. They destroyed all our equipment and even damaged the ship, at which point we decided it was time to leave the planet.	Unsere Operation wurde von einem Schwarm von Warptieren angegriffen, die aus dem Wald kamen. Sie zerstörten unsere gesamte Ausrüstung und beschädigten sogar das Schiff, woraufhin wir beschlossen, dass es Zeit ist, den Planeten zu verlassen.	400		1089417252:1 P fuelplants Ft.prefab
text	We do not have enough resources needed for this operation.	Wir haben nicht genügend Ressourcen, die für diesen Einsatz benötigt werden.	600		4375629:1 P fuelplants Ft.prefab; 486427039:Ambusher L1 Rats, Royal alone.prefab; 1029353946:Ambusher L2 pirates, sstriker and arrowhead.prefab; 1080640957:Ambusher L1 Rats, 2 or 3 small ships.prefab; 1117363260:SOS shop with fuel only tanker.prefab; 1282015666:dlc2/Ambusher L5b and chance for 4b Moralor redeemer 1 medium.prefab; 1414289933:Ambusher L1 Rats, red cruiser +1small.prefab; 1639459280:Ambusher L1 Rats, red cruiser +1small.prefab; 1649226453:Ambusher L1 Rats, Royal alone.prefab

1 P Noncarbon life, metal mining and animal attacks.prefab
name2	Small planet	Kleiner Planet	25		2045538543:1 P Noncarbon life, metal mining and animal attacks.prefab; 454652372:5 P shipwreck squid mo orbital mines.prefab; 701859378:6 P beach organics.prefab; 1367548811:4 P crystals red E.prefab; 1750326844:1 P shipwreck in sand 2mt orbital mines.prefab; 2067255269:5 P shipwreck 1m orbital mines.prefab
title	Life spotted	Leben gesichtet	35		1444773453:1 P Noncarbon life, metal mining and animal attacks.prefab
text	Orbital scans reveal presence of vegetation. Strangely, the atmosphere contains only trace amounts of oxygen.	Orbital-Scans zeigen das Vorhandensein von Vegetation. Seltsamerweise enthält die Atmosphäre nur Spuren von Sauerstoff.	400		1444773453:1 P Noncarbon life, metal mining and animal attacks.prefab
text	eco-mining...	Öko-Bergbau...	50		636528865:1 P Noncarbon life, metal mining and animal attacks.prefab
title	Operations complete	Betrieb abgeschlossen	35		392593369:1 P Noncarbon life, metal mining and animal attacks.prefab; 171443334:4 P fuel lake Fo.prefab
text2	Materials recovered without problems.	Materialien ohne Probleme abgebaut.	400		392593369:1 P Noncarbon life, metal mining and animal attacks.prefab
reasonToDisplay	metals mined	Metalle abgebaut	30		1 P Noncarbon life, metal mining and animal attacks.prefab
title	operation completed	Betrieb abgeschlossen	35		392593368:1 P Noncarbon life, metal mining and animal attacks.prefab; 738035888:1 P Noncarbon life, metal mining and animal attacks.prefab; 1946624075:3 P Deep fissure with metal.prefab
text2	Local predators attacked our installations numerous times. The architecture was too strong for them to cause significant damage.	Lokale Raubtiere griffen unsere Anlagen mehrfach an. Die Architektur war zu stark, als dass sie nennenswerten Schaden anrichten konnten.	400		392593368:1 P Noncarbon life, metal mining and animal attacks.prefab
reasonToDisplay	mining operation complete	Abbaubetrieb abgeschlossen	30		1 P Noncarbon life, metal mining and animal attacks.prefab; 1 P Noncarbon life, metal mining and animal attacks.prefab
text	animal attacks...	Tierangriffe...	50		407479756:1 P Noncarbon life, metal mining and animal attacks.prefab
title	Non-carbon ecosystem	Nicht-Kohlenstoff-Ökosystem	35		1271155012:1 P Noncarbon life, metal mining and animal attacks.prefab; 1271155012:1 P Noncarbon life, metal mining and animal attacks.prefab
